,county,state,cases,deaths,year,month,day
442,Riverside,California,10,0,2020,March,14
469,Riverside,California,12,0,2020,March,15
499,Riverside,California,14,2,2020,March,16
531,Riverside,California,16,3,2020,March,17
564,Riverside,California,16,3,2020,March,18
597,Riverside,California,22,3,2020,March,19
632,Riverside,California,28,4,2020,March,20
669,Riverside,California,30,5,2020,March,21
708,Riverside,California,45,6,2020,March,22
748,Riverside,California,48,6,2020,March,23
791,Riverside,California,59,6,2020,March,24
834,Riverside,California,107,8,2020,March,25
878,Riverside,California,107,8,2020,March,26
924,Riverside,California,185,8,2020,March,27
971,Riverside,California,185,8,2020,March,28
1018,Riverside,California,195,8,2020,March,29
1067,Riverside,California,291,9,2020,March,30
1117,Riverside,California,371,13,2020,March,31
1167,Riverside,California,371,13,2020,April,1
1219,Riverside,California,493,14,2020,April,2
1271,Riverside,California,638,15,2020,April,3
1324,Riverside,California,665,18,2020,April,4
1376,Riverside,California,799,19,2020,April,5
1429,Riverside,California,946,25,2020,April,6
1482,Riverside,California,1016,28,2020,April,7
1536,Riverside,California,1179,32,2020,April,8
1589,Riverside,California,1280,33,2020,April,9
1642,Riverside,California,1350,39,2020,April,10
1695,Riverside,California,1431,41,2020,April,11
1748,Riverside,California,1619,41,2020,April,12
1801,Riverside,California,1751,50,2020,April,13
1854,Riverside,California,1961,50,2020,April,14
1907,Riverside,California,2105,54,2020,April,15
1960,Riverside,California,2264,59,2020,April,16
2013,Riverside,California,2457,69,2020,April,17
2066,Riverside,California,2602,74,2020,April,18
2119,Riverside,California,2638,75,2020,April,19
2172,Riverside,California,2847,85,2020,April,20
2225,Riverside,California,2960,93,2020,April,21
2278,Riverside,California,3084,99,2020,April,22
2331,Riverside,California,3218,109,2020,April,23
2384,Riverside,California,3315,112,2020,April,24
2437,Riverside,California,3409,117,2020,April,25
2490,Riverside,California,3563,118,2020,April,26
2543,Riverside,California,3643,141,2020,April,27
2597,Riverside,California,3735,141,2020,April,28
2651,Riverside,California,3942,143,2020,April,29
2705,Riverside,California,4031,149,2020,April,30
2759,Riverside,California,4079,156,2020,May,1
2813,Riverside,California,4164,167,2020,May,2
2867,Riverside,California,4180,167,2020,May,3
2921,Riverside,California,4354,181,2020,May,4
2975,Riverside,California,4454,184,2020,May,5
3029,Riverside,California,4672,190,2020,May,6
3083,Riverside,California,4756,194,2020,May,7
3137,Riverside,California,4817,204,2020,May,8
3191,Riverside,California,4992,210,2020,May,9
3246,Riverside,California,5039,212,2020,May,10
3301,Riverside,California,5189,217,2020,May,11
3357,Riverside,California,5248,228,2020,May,12
3412,Riverside,California,5343,238,2020,May,13
3467,Riverside,California,5440,246,2020,May,14
3522,Riverside,California,5618,249,2020,May,15
3578,Riverside,California,5618,255,2020,May,16
3633,Riverside,California,5633,259,2020,May,17
3688,Riverside,California,5952,263,2020,May,18
3743,Riverside,California,6053,270,2020,May,19
3798,Riverside,California,6184,274,2020,May,20
3853,Riverside,California,6343,284,2020,May,21
3908,Riverside,California,6464,290,2020,May,22
3965,Riverside,California,6464,298,2020,May,23
4022,Riverside,California,6464,299,2020,May,24
4079,Riverside,California,7004,304,2020,May,25
4136,Riverside,California,7139,309,2020,May,26
4193,Riverside,California,7252,314,2020,May,27
4250,Riverside,California,7341,320,2020,May,28
4307,Riverside,California,7486,331,2020,May,29
4364,Riverside,California,7486,339,2020,May,30
4421,Riverside,California,7492,339,2020,May,31
4478,Riverside,California,7982,344,2020,June,1
4535,Riverside,California,8155,344,2020,June,2
4592,Riverside,California,8303,345,2020,June,3
4649,Riverside,California,8303,345,2020,June,4
4706,Riverside,California,8777,355,2020,June,5
4763,Riverside,California,8777,355,2020,June,6
4820,Riverside,California,8935,355,2020,June,7
4877,Riverside,California,9206,356,2020,June,8
4934,Riverside,California,9590,365,2020,June,9
4991,Riverside,California,9911,372,2020,June,10
5048,Riverside,California,10240,380,2020,June,11
5105,Riverside,California,10490,383,2020,June,12
5162,Riverside,California,10616,383,2020,June,13
5219,Riverside,California,10931,383,2020,June,14
5276,Riverside,California,11285,384,2020,June,15
5333,Riverside,California,11694,395,2020,June,16
5390,Riverside,California,11951,399,2020,June,17
5447,Riverside,California,12467,408,2020,June,18
5504,Riverside,California,12778,410,2020,June,19
5561,Riverside,California,12778,410,2020,June,20
5618,Riverside,California,13021,410,2020,June,21
5675,Riverside,California,13800,424,2020,June,22
5732,Riverside,California,14431,431,2020,June,23
5789,Riverside,California,14905,432,2020,June,24
5846,Riverside,California,15142,435,2020,June,25
5903,Riverside,California,15643,438,2020,June,26
5960,Riverside,California,15858,438,2020,June,27
6017,Riverside,California,16209,438,2020,June,28
6074,Riverside,California,16848,440,2020,June,29
6131,Riverside,California,17683,457,2020,June,30
6188,Riverside,California,18656,463,2020,July,1
6245,Riverside,California,19537,465,2020,July,2
6302,Riverside,California,20253,479,2020,July,3
6359,Riverside,California,21171,479,2020,July,4
6416,Riverside,California,21508,479,2020,July,5
6473,Riverside,California,21511,486,2020,July,6
6530,Riverside,California,22485,506,2020,July,7
6587,Riverside,California,23279,515,2020,July,8
6644,Riverside,California,24042,533,2020,July,9
6701,Riverside,California,24980,537,2020,July,10
6758,Riverside,California,25481,537,2020,July,11
6815,Riverside,California,25994,537,2020,July,12
6872,Riverside,California,26404,550,2020,July,13
6929,Riverside,California,27136,553,2020,July,14
6986,Riverside,California,27850,577,2020,July,15
7043,Riverside,California,28492,585,2020,July,16
7100,Riverside,California,28904,587,2020,July,17
7157,Riverside,California,29639,587,2020,July,18
7214,Riverside,California,30245,587,2020,July,19
7271,Riverside,California,30340,588,2020,July,20
7328,Riverside,California,31163,589,2020,July,21
7385,Riverside,California,32231,617,2020,July,22
7442,Riverside,California,33093,637,2020,July,23
7499,Riverside,California,33833,637,2020,July,24
7556,Riverside,California,34513,637,2020,July,25
7613,Riverside,California,34921,637,2020,July,26
7670,Riverside,California,35636,671,2020,July,27
7727,Riverside,California,35910,672,2020,July,28
7785,Riverside,California,36458,682,2020,July,29
7843,Riverside,California,36968,688,2020,July,30
7901,Riverside,California,37308,695,2020,July,31
7959,Riverside,California,37612,695,2020,August,1
8017,Riverside,California,38216,695,2020,August,2
8075,Riverside,California,38507,737,2020,August,3
8133,Riverside,California,38642,738,2020,August,4
8191,Riverside,California,38991,752,2020,August,5
8249,Riverside,California,39741,770,2020,August,6
8307,Riverside,California,40452,799,2020,August,7
8365,Riverside,California,40902,799,2020,August,8
8423,Riverside,California,41412,799,2020,August,9
8481,Riverside,California,41983,820,2020,August,10
8539,Riverside,California,43376,824,2020,August,11
8597,Riverside,California,44237,853,2020,August,12
8655,Riverside,California,44747,879,2020,August,13
8713,Riverside,California,45662,881,2020,August,14
8771,Riverside,California,46456,881,2020,August,15
8829,Riverside,California,46720,881,2020,August,16
8887,Riverside,California,47669,912,2020,August,17
8945,Riverside,California,48200,913,2020,August,18
9003,Riverside,California,48630,917,2020,August,19
9061,Riverside,California,48956,922,2020,August,20
9119,Riverside,California,49482,927,2020,August,21
9177,Riverside,California,49482,927,2020,August,22
9235,Riverside,California,49944,927,2020,August,23
9293,Riverside,California,50744,972,2020,August,24
9351,Riverside,California,51200,978,2020,August,25
9409,Riverside,California,51538,984,2020,August,26
9467,Riverside,California,51734,997,2020,August,27
9525,Riverside,California,51860,1007,2020,August,28
9583,Riverside,California,51860,1007,2020,August,29
9641,Riverside,California,51918,1007,2020,August,30
9699,Riverside,California,52909,1019,2020,August,31
9757,Riverside,California,53153,1026,2020,September,1
9815,Riverside,California,53306,1033,2020,September,2
9873,Riverside,California,53703,1053,2020,September,3
9931,Riverside,California,53987,1067,2020,September,4
9989,Riverside,California,53987,1067,2020,September,5
10047,Riverside,California,53987,1067,2020,September,6
10105,Riverside,California,53987,1067,2020,September,7
10163,Riverside,California,54572,1075,2020,September,8
10221,Riverside,California,54735,1085,2020,September,9
10279,Riverside,California,54868,1094,2020,September,10
10337,Riverside,California,55073,1103,2020,September,11
10395,Riverside,California,55073,1103,2020,September,12
10453,Riverside,California,55073,1103,2020,September,13
10511,Riverside,California,55766,1118,2020,September,14
10569,Riverside,California,55986,1125,2020,September,15
10627,Riverside,California,56201,1136,2020,September,16
10685,Riverside,California,56374,1143,2020,September,17
10743,Riverside,California,56681,1153,2020,September,18
10801,Riverside,California,56681,1153,2020,September,19
10859,Riverside,California,56681,1153,2020,September,20
10917,Riverside,California,57419,1162,2020,September,21
10975,Riverside,California,57482,1172,2020,September,22
11033,Riverside,California,57695,1173,2020,September,23
11091,Riverside,California,57883,1179,2020,September,24
11149,Riverside,California,58178,1189,2020,September,25
11207,Riverside,California,58178,1189,2020,September,26
11265,Riverside,California,58178,1189,2020,September,27
11323,Riverside,California,58932,1206,2020,September,28
11381,Riverside,California,59173,1216,2020,September,29
11439,Riverside,California,59405,1226,2020,September,30
11497,Riverside,California,59488,1226,2020,October,1
11555,Riverside,California,59934,1231,2020,October,2
11613,Riverside,California,59934,1231,2020,October,3
11671,Riverside,California,59991,1231,2020,October,4
11729,Riverside,California,60738,1238,2020,October,5
11787,Riverside,California,60867,1244,2020,October,6
11845,Riverside,California,61133,1247,2020,October,7
11903,Riverside,California,61416,1248,2020,October,8
11961,Riverside,California,61824,1256,2020,October,9
12019,Riverside,California,61824,1256,2020,October,10
12077,Riverside,California,61845,1256,2020,October,11
12135,Riverside,California,62112,1256,2020,October,12
12193,Riverside,California,62553,1258,2020,October,13
12251,Riverside,California,62900,1264,2020,October,14
12309,Riverside,California,63125,1269,2020,October,15
12367,Riverside,California,63284,1269,2020,October,16
12425,Riverside,California,63284,1269,2020,October,17
12483,Riverside,California,63284,1269,2020,October,18
12541,Riverside,California,64075,1272,2020,October,19
12599,Riverside,California,64668,1273,2020,October,20
12657,Riverside,California,65056,1275,2020,October,21
12715,Riverside,California,65386,1279,2020,October,22
12773,Riverside,California,65757,1279,2020,October,23
12831,Riverside,California,65757,1279,2020,October,24
12889,Riverside,California,65902,1279,2020,October,25
12947,Riverside,California,66732,1295,2020,October,26
13005,Riverside,California,66993,1303,2020,October,27
13063,Riverside,California,67299,1305,2020,October,28
13121,Riverside,California,67552,1306,2020,October,29
13179,Riverside,California,68050,1319,2020,October,30
13237,Riverside,California,68050,1319,2020,October,31
13295,Riverside,California,68178,1319,2020,November,1
13353,Riverside,California,68920,1322,2020,November,2
13411,Riverside,California,69407,1324,2020,November,3
13469,Riverside,California,69827,1329,2020,November,4
13527,Riverside,California,70309,1331,2020,November,5
13585,Riverside,California,70696,1333,2020,November,6
13643,Riverside,California,70696,1333,2020,November,7
13701,Riverside,California,70975,1333,2020,November,8
13759,Riverside,California,71620,1338,2020,November,9
13817,Riverside,California,72341,1352,2020,November,10
13875,Riverside,California,72341,1352,2020,November,11
13933,Riverside,California,73541,1355,2020,November,12
13991,Riverside,California,74180,1367,2020,November,13
14049,Riverside,California,74180,1367,2020,November,14
14107,Riverside,California,74910,1367,2020,November,15
14165,Riverside,California,75848,1374,2020,November,16
14223,Riverside,California,76724,1374,2020,November,17
14281,Riverside,California,77636,1383,2020,November,18
14339,Riverside,California,78009,1396,2020,November,19
14397,Riverside,California,78535,1400,2020,November,20
14455,Riverside,California,79613,1400,2020,November,21
14513,Riverside,California,80676,1400,2020,November,22
14571,Riverside,California,81565,1413,2020,November,23
14629,Riverside,California,82175,1417,2020,November,24
14687,Riverside,California,83685,1434,2020,November,25
14745,Riverside,California,85077,1434,2020,November,26
14803,Riverside,California,85774,1437,2020,November,27
14861,Riverside,California,85769,1437,2020,November,28
14919,Riverside,California,86854,1437,2020,November,29
14977,Riverside,California,87383,1442,2020,November,30
15035,Riverside,California,87722,1443,2020,December,1
15093,Riverside,California,88530,1444,2020,December,2
15151,Riverside,California,90089,1457,2020,December,3
15209,Riverside,California,92489,1472,2020,December,4
15267,Riverside,California,95255,1472,2020,December,5
15325,Riverside,California,98612,1472,2020,December,6
15383,Riverside,California,100088,1488,2020,December,7
15441,Riverside,California,103221,1513,2020,December,8
15499,Riverside,California,107620,1539,2020,December,9
15557,Riverside,California,111053,1551,2020,December,10
15615,Riverside,California,112950,1573,2020,December,11
15673,Riverside,California,115329,1573,2020,December,12
15731,Riverside,California,118335,1573,2020,December,13
15789,Riverside,California,119691,1586,2020,December,14
15847,Riverside,California,123715,1628,2020,December,15
15905,Riverside,California,131822,1666,2020,December,16
15963,Riverside,California,135751,1708,2020,December,17
16021,Riverside,California,141062,1744,2020,December,18
16079,Riverside,California,142375,1744,2020,December,19
16137,Riverside,California,146703,1744,2020,December,20
16195,Riverside,California,150422,1753,2020,December,21
16253,Riverside,California,151713,1789,2020,December,22
16311,Riverside,California,156834,1805,2020,December,23
16369,Riverside,California,158110,1829,2020,December,24
16427,Riverside,California,162435,1829,2020,December,25
16485,Riverside,California,166690,1829,2020,December,26
16543,Riverside,California,169360,1829,2020,December,27
16601,Riverside,California,174477,1870,2020,December,28
16659,Riverside,California,176688,1943,2020,December,29
16717,Riverside,California,180537,1951,2020,December,30
16775,Riverside,California,180553,1985,2020,December,31
16833,Riverside,California,184193,1985,2021,January,1
16891,Riverside,California,188674,1985,2021,January,2
16949,Riverside,California,192069,1985,2021,January,3
17007,Riverside,California,198236,2096,2021,January,4
17065,Riverside,California,200056,2098,2021,January,5
17123,Riverside,California,203957,2151,2021,January,6
17181,Riverside,California,204327,2189,2021,January,7
17239,Riverside,California,208177,2218,2021,January,8
17297,Riverside,California,212122,2218,2021,January,9
17355,Riverside,California,216076,2218,2021,January,10
17413,Riverside,California,219486,2250,2021,January,11
17471,Riverside,California,227827,2294,2021,January,12
17529,Riverside,California,230600,2307,2021,January,13
17587,Riverside,California,233480,2399,2021,January,14
17645,Riverside,California,233899,2517,2021,January,15
17703,Riverside,California,235235,2517,2021,January,16
17761,Riverside,California,239412,2517,2021,January,17
17819,Riverside,California,242206,2517,2021,January,18
17877,Riverside,California,250436,2645,2021,January,19
17935,Riverside,California,251000,2676,2021,January,20
17993,Riverside,California,255808,2739,2021,January,21
18051,Riverside,California,258352,2777,2021,January,22
18109,Riverside,California,258352,2777,2021,January,23
18167,Riverside,California,258352,2777,2021,January,24
18225,Riverside,California,264363,2857,2021,January,25
18283,Riverside,California,266849,2970,2021,January,26
18341,Riverside,California,268490,3003,2021,January,27
18399,Riverside,California,270105,3058,2021,January,28
18457,Riverside,California,271910,3091,2021,January,29
18515,Riverside,California,271910,3091,2021,January,30
18573,Riverside,California,271910,3091,2021,January,31
18631,Riverside,California,275872,3171,2021,February,1
18689,Riverside,California,276931,3251,2021,February,2
18747,Riverside,California,277724,3278,2021,February,3
18805,Riverside,California,279189,3309,2021,February,4
18863,Riverside,California,280170,3320,2021,February,5
18921,Riverside,California,280170,3320,2021,February,6
18979,Riverside,California,280170,3320,2021,February,7
19037,Riverside,California,282736,3377,2021,February,8
19095,Riverside,California,283525,3414,2021,February,9
19153,Riverside,California,284168,3454,2021,February,10
19211,Riverside,California,284814,3477,2021,February,11
19269,Riverside,California,285414,3524,2021,February,12
19327,Riverside,California,285414,3524,2021,February,13
19385,Riverside,California,285414,3524,2021,February,14
19443,Riverside,California,285414,3524,2021,February,15
19501,Riverside,California,286590,3558,2021,February,16
19559,Riverside,California,287063,3577,2021,February,17
19617,Riverside,California,287200,3599,2021,February,18
19675,Riverside,California,287534,3633,2021,February,19
19733,Riverside,California,287534,3633,2021,February,20
19791,Riverside,California,287534,3633,2021,February,21
19849,Riverside,California,287822,3664,2021,February,22
19907,Riverside,California,288541,3695,2021,February,23
19965,Riverside,California,288960,3707,2021,February,24
20023,Riverside,California,289185,3749,2021,February,25
20081,Riverside,California,289450,3767,2021,February,26
20139,Riverside,California,289450,3767,2021,February,27
20197,Riverside,California,289450,3767,2021,February,28
20255,Riverside,California,289773,3792,2021,March,1
20313,Riverside,California,290325,3829,2021,March,2
20371,Riverside,California,290498,3849,2021,March,3
20429,Riverside,California,290744,3884,2021,March,4
20487,Riverside,California,290904,3892,2021,March,5
20545,Riverside,California,290904,3892,2021,March,6
20603,Riverside,California,290904,3892,2021,March,7
20661,Riverside,California,291040,3912,2021,March,8
20719,Riverside,California,291492,3940,2021,March,9
20777,Riverside,California,291675,3941,2021,March,10
20835,Riverside,California,291675,3941,2021,March,11
20893,Riverside,California,291866,3971,2021,March,12
20951,Riverside,California,291866,3971,2021,March,13
21009,Riverside,California,291866,3971,2021,March,14
21067,Riverside,California,292293,3984,2021,March,15
21125,Riverside,California,292403,4011,2021,March,16
21183,Riverside,California,292606,4052,2021,March,17
21241,Riverside,California,292817,4097,2021,March,18
21299,Riverside,California,292967,4117,2021,March,19
21357,Riverside,California,292967,4117,2021,March,20
21415,Riverside,California,292967,4117,2021,March,21
21473,Riverside,California,293149,4141,2021,March,22
21531,Riverside,California,293436,4164,2021,March,23
21589,Riverside,California,293600,4190,2021,March,24
21647,Riverside,California,293707,4214,2021,March,25
21705,Riverside,California,293831,4248,2021,March,26
21763,Riverside,California,293831,4248,2021,March,27
21821,Riverside,California,293831,4248,2021,March,28
21879,Riverside,California,294063,4273,2021,March,29
21937,Riverside,California,294192,4297,2021,March,30
21995,Riverside,California,294461,4315,2021,March,31
22053,Riverside,California,294617,4339,2021,April,1
22111,Riverside,California,294736,4362,2021,April,2
22169,Riverside,California,294736,4362,2021,April,3
22227,Riverside,California,294736,4362,2021,April,4
22285,Riverside,California,295426,4389,2021,April,5
22343,Riverside,California,295631,4417,2021,April,6
22401,Riverside,California,295770,4442,2021,April,7
22459,Riverside,California,295896,4454,2021,April,8
22517,Riverside,California,296090,4481,2021,April,9
22575,Riverside,California,296090,4481,2021,April,10
22633,Riverside,California,296090,4481,2021,April,11
22691,Riverside,California,296635,4492,2021,April,12
22749,Riverside,California,296801,4504,2021,April,13
22807,Riverside,California,296908,4514,2021,April,14
22865,Riverside,California,297078,4519,2021,April,15
22923,Riverside,California,297215,4525,2021,April,16
22981,Riverside,California,297215,4525,2021,April,17
23039,Riverside,California,297215,4525,2021,April,18
23097,Riverside,California,297319,4528,2021,April,19
23155,Riverside,California,297620,4547,2021,April,20
23213,Riverside,California,297631,4547,2021,April,21
23271,Riverside,California,297770,4555,2021,April,22
108,Sacramento,California,1,0,2020,February,21
115,Sacramento,California,1,0,2020,February,22
122,Sacramento,California,1,0,2020,February,23
129,Sacramento,California,1,0,2020,February,24
137,Sacramento,California,1,0,2020,February,25
147,Sacramento,California,3,0,2020,February,26
158,Sacramento,California,3,0,2020,February,27
169,Sacramento,California,3,0,2020,February,28
180,Sacramento,California,3,0,2020,February,29
192,Sacramento,California,3,0,2020,March,1
205,Sacramento,California,3,0,2020,March,2
220,Sacramento,California,3,0,2020,March,3
235,Sacramento,California,3,0,2020,March,4
250,Sacramento,California,3,0,2020,March,5
265,Sacramento,California,3,0,2020,March,6
284,Sacramento,California,3,0,2020,March,7
304,Sacramento,California,3,0,2020,March,8
324,Sacramento,California,9,0,2020,March,9
345,Sacramento,California,9,1,2020,March,10
368,Sacramento,California,9,1,2020,March,11
392,Sacramento,California,16,1,2020,March,12
417,Sacramento,California,16,1,2020,March,13
443,Sacramento,California,28,1,2020,March,14
470,Sacramento,California,32,1,2020,March,15
500,Sacramento,California,32,2,2020,March,16
532,Sacramento,California,39,2,2020,March,17
565,Sacramento,California,39,2,2020,March,18
598,Sacramento,California,44,3,2020,March,19
633,Sacramento,California,52,3,2020,March,20
670,Sacramento,California,52,3,2020,March,21
709,Sacramento,California,52,3,2020,March,22
749,Sacramento,California,87,4,2020,March,23
792,Sacramento,California,87,4,2020,March,24
835,Sacramento,California,112,5,2020,March,25
879,Sacramento,California,112,5,2020,March,26
925,Sacramento,California,164,6,2020,March,27
972,Sacramento,California,164,6,2020,March,28
1019,Sacramento,California,164,6,2020,March,29
1068,Sacramento,California,224,7,2020,March,30
1118,Sacramento,California,224,7,2020,March,31
1168,Sacramento,California,314,9,2020,April,1
1220,Sacramento,California,340,9,2020,April,2
1272,Sacramento,California,389,10,2020,April,3
1325,Sacramento,California,411,12,2020,April,4
1377,Sacramento,California,441,16,2020,April,5
1430,Sacramento,California,461,18,2020,April,6
1483,Sacramento,California,524,21,2020,April,7
1537,Sacramento,California,579,22,2020,April,8
1590,Sacramento,California,612,22,2020,April,9
1643,Sacramento,California,652,24,2020,April,10
1696,Sacramento,California,699,26,2020,April,11
1749,Sacramento,California,707,26,2020,April,12
1802,Sacramento,California,739,27,2020,April,13
1855,Sacramento,California,816,28,2020,April,14
1908,Sacramento,California,853,32,2020,April,15
1961,Sacramento,California,879,32,2020,April,16
2014,Sacramento,California,896,32,2020,April,17
2067,Sacramento,California,914,33,2020,April,18
2120,Sacramento,California,925,34,2020,April,19
2173,Sacramento,California,940,34,2020,April,20
2226,Sacramento,California,954,35,2020,April,21
2279,Sacramento,California,971,36,2020,April,22
2332,Sacramento,California,987,41,2020,April,23
2385,Sacramento,California,1019,41,2020,April,24
2438,Sacramento,California,1025,41,2020,April,25
2491,Sacramento,California,1037,41,2020,April,26
2544,Sacramento,California,1045,41,2020,April,27
2598,Sacramento,California,1053,41,2020,April,28
2652,Sacramento,California,1068,42,2020,April,29
2706,Sacramento,California,1077,43,2020,April,30
2760,Sacramento,California,1090,43,2020,May,1
2814,Sacramento,California,1106,43,2020,May,2
2868,Sacramento,California,1116,43,2020,May,3
2922,Sacramento,California,1126,47,2020,May,4
2976,Sacramento,California,1132,47,2020,May,5
3030,Sacramento,California,1132,47,2020,May,6
3084,Sacramento,California,1132,49,2020,May,7
3138,Sacramento,California,1159,50,2020,May,8
3192,Sacramento,California,1164,51,2020,May,9
3247,Sacramento,California,1166,52,2020,May,10
3302,Sacramento,California,1172,52,2020,May,11
3358,Sacramento,California,1180,52,2020,May,12
3413,Sacramento,California,1182,52,2020,May,13
3468,Sacramento,California,1193,54,2020,May,14
3523,Sacramento,California,1210,54,2020,May,15
3579,Sacramento,California,1221,55,2020,May,16
3634,Sacramento,California,1236,55,2020,May,17
3689,Sacramento,California,1244,56,2020,May,18
3744,Sacramento,California,1249,56,2020,May,19
3799,Sacramento,California,1254,57,2020,May,20
3854,Sacramento,California,1265,57,2020,May,21
3909,Sacramento,California,1271,57,2020,May,22
3966,Sacramento,California,1288,57,2020,May,23
4023,Sacramento,California,1292,57,2020,May,24
4080,Sacramento,California,1301,57,2020,May,25
4137,Sacramento,California,1309,57,2020,May,26
4194,Sacramento,California,1318,57,2020,May,27
4251,Sacramento,California,1348,57,2020,May,28
4308,Sacramento,California,1372,57,2020,May,29
4365,Sacramento,California,1399,57,2020,May,30
4422,Sacramento,California,1414,57,2020,May,31
4479,Sacramento,California,1428,58,2020,June,1
4536,Sacramento,California,1438,58,2020,June,2
4593,Sacramento,California,1462,58,2020,June,3
4650,Sacramento,California,1489,58,2020,June,4
4707,Sacramento,California,1518,59,2020,June,5
4764,Sacramento,California,1536,59,2020,June,6
4821,Sacramento,California,1568,59,2020,June,7
4878,Sacramento,California,1587,61,2020,June,8
4935,Sacramento,California,1623,61,2020,June,9
4992,Sacramento,California,1641,62,2020,June,10
5049,Sacramento,California,1669,63,2020,June,11
5106,Sacramento,California,1703,63,2020,June,12
5163,Sacramento,California,1715,63,2020,June,13
5220,Sacramento,California,1752,63,2020,June,14
5277,Sacramento,California,1793,63,2020,June,15
5334,Sacramento,California,1824,63,2020,June,16
5391,Sacramento,California,1891,67,2020,June,17
5448,Sacramento,California,1939,67,2020,June,18
5505,Sacramento,California,1975,67,2020,June,19
5562,Sacramento,California,2068,67,2020,June,20
5619,Sacramento,California,2159,67,2020,June,21
5676,Sacramento,California,2242,67,2020,June,22
5733,Sacramento,California,2373,66,2020,June,23
5790,Sacramento,California,2439,66,2020,June,24
5847,Sacramento,California,2511,66,2020,June,25
5904,Sacramento,California,2665,66,2020,June,26
5961,Sacramento,California,2686,66,2020,June,27
6018,Sacramento,California,2775,66,2020,June,28
6075,Sacramento,California,3003,68,2020,June,29
6132,Sacramento,California,3222,68,2020,June,30
6189,Sacramento,California,3396,68,2020,July,1
6246,Sacramento,California,3558,69,2020,July,2
6303,Sacramento,California,3670,69,2020,July,3
6360,Sacramento,California,4003,69,2020,July,4
6417,Sacramento,California,4235,69,2020,July,5
6474,Sacramento,California,4394,74,2020,July,6
6531,Sacramento,California,4565,76,2020,July,7
6588,Sacramento,California,4775,78,2020,July,8
6645,Sacramento,California,4931,78,2020,July,9
6702,Sacramento,California,5151,79,2020,July,10
6759,Sacramento,California,5338,81,2020,July,11
6816,Sacramento,California,5488,83,2020,July,12
6873,Sacramento,California,5713,83,2020,July,13
6930,Sacramento,California,5937,91,2020,July,14
6987,Sacramento,California,6173,92,2020,July,15
7044,Sacramento,California,6394,94,2020,July,16
7101,Sacramento,California,6510,95,2020,July,17
7158,Sacramento,California,6692,96,2020,July,18
7215,Sacramento,California,6934,96,2020,July,19
7272,Sacramento,California,7325,96,2020,July,20
7329,Sacramento,California,7685,96,2020,July,21
7386,Sacramento,California,7970,96,2020,July,22
7443,Sacramento,California,8246,98,2020,July,23
7500,Sacramento,California,8553,103,2020,July,24
7557,Sacramento,California,8635,108,2020,July,25
7614,Sacramento,California,8902,108,2020,July,26
7671,Sacramento,California,9017,114,2020,July,27
7728,Sacramento,California,9417,121,2020,July,28
7786,Sacramento,California,9513,126,2020,July,29
7844,Sacramento,California,9663,127,2020,July,30
7902,Sacramento,California,9819,133,2020,July,31
7960,Sacramento,California,10015,142,2020,August,1
8018,Sacramento,California,10066,142,2020,August,2
8076,Sacramento,California,10121,145,2020,August,3
8134,Sacramento,California,10173,148,2020,August,4
8192,Sacramento,California,10243,153,2020,August,5
8250,Sacramento,California,10543,155,2020,August,6
8308,Sacramento,California,10794,161,2020,August,7
8366,Sacramento,California,10797,161,2020,August,8
8424,Sacramento,California,11143,161,2020,August,9
8482,Sacramento,California,12039,177,2020,August,10
8540,Sacramento,California,12273,179,2020,August,11
8598,Sacramento,California,12477,186,2020,August,12
8656,Sacramento,California,13215,194,2020,August,13
8714,Sacramento,California,13614,199,2020,August,14
8772,Sacramento,California,13644,199,2020,August,15
8830,Sacramento,California,14017,199,2020,August,16
8888,Sacramento,California,14325,218,2020,August,17
8946,Sacramento,California,14601,219,2020,August,18
9004,Sacramento,California,14759,230,2020,August,19
9062,Sacramento,California,14983,230,2020,August,20
9120,Sacramento,California,15245,234,2020,August,21
9178,Sacramento,California,15246,234,2020,August,22
9236,Sacramento,California,15515,234,2020,August,23
9294,Sacramento,California,16330,246,2020,August,24
9352,Sacramento,California,16622,252,2020,August,25
9410,Sacramento,California,16741,259,2020,August,26
9468,Sacramento,California,16908,265,2020,August,27
9526,Sacramento,California,17149,274,2020,August,28
9584,Sacramento,California,17149,274,2020,August,29
9642,Sacramento,California,17587,274,2020,August,30
9700,Sacramento,California,18051,293,2020,August,31
9758,Sacramento,California,18285,296,2020,September,1
9816,Sacramento,California,18412,304,2020,September,2
9874,Sacramento,California,18606,317,2020,September,3
9932,Sacramento,California,18812,327,2020,September,4
9990,Sacramento,California,18812,327,2020,September,5
10048,Sacramento,California,18954,327,2020,September,6
10106,Sacramento,California,19345,332,2020,September,7
10164,Sacramento,California,19459,334,2020,September,8
10222,Sacramento,California,19523,339,2020,September,9
10280,Sacramento,California,19668,346,2020,September,10
10338,Sacramento,California,20062,350,2020,September,11
10396,Sacramento,California,20062,350,2020,September,12
10454,Sacramento,California,20183,350,2020,September,13
10512,Sacramento,California,20434,356,2020,September,14
10570,Sacramento,California,20544,358,2020,September,15
10628,Sacramento,California,20659,364,2020,September,16
10686,Sacramento,California,20960,371,2020,September,17
10744,Sacramento,California,21170,375,2020,September,18
10802,Sacramento,California,21170,375,2020,September,19
10860,Sacramento,California,21296,375,2020,September,20
10918,Sacramento,California,21627,383,2020,September,21
10976,Sacramento,California,21799,393,2020,September,22
11034,Sacramento,California,21871,399,2020,September,23
